,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,contractSize,currency,option_type,root,root price,Quote_Time,ER Date,Expstring,Expiry,fee,daysout,OTM,ARR,PctOTM,callPITM,POW,PctFee,BidAskSpread
0,INTC230623C00019000,2023-06-14 13:45:24+00:00,19.0,14.9,17.0,17.95,0.0,0.0,10.0,12,269.53157617187503,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,17.7125,4.486178079398148,-17.380000000000003,3961.2616004651877,-47.773501924134145,98.51421237891095,1.4857876210890453,48.68746564046178,5.292479108635094
1,INTC230623C00020000,2023-06-14 19:30:23+00:00,20.0,15.3,16.15,16.75,0.0,0.0,45.0,16,239.06290234374995,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,16.6,4.486178079398148,-16.380000000000003,3712.4597074225626,-45.024738867509626,98.80079613211666,1.199203867883341,45.629466739967015,3.5820895522388145
2,INTC230623C00021000,2023-06-12 19:52:20+00:00,21.0,12.1,15.05,16.1,0.0,0.0,3.0,7,264.06283984375006,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,15.837500000000002,4.486178079398148,-15.380000000000003,3541.932567247279,-42.27597581088511,96.97414660848908,3.025853391510921,43.53353490929082,6.521739130434787
3,INTC230623C00022000,2023-06-14 15:20:34+00:00,22.0,12.45,14.0,15.1,0.0,0.0,1.0,2,238.67227832031244,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,14.825,4.486178079398148,-14.380000000000003,3315.494889309607,-39.52721275426059,97.13409566078654,2.8659043392134578,40.750412314458494,7.284768211920528
4,INTC230623C00023000,2023-06-15 13:42:51+00:00,23.0,12.91,13.1,13.75,0.30999947,2.4603133,1.0,206,178.125109375,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,13.5875,4.486178079398148,-13.380000000000003,3038.737727385787,-36.77844969763607,98.98811996829102,1.0118800317089836,37.34881803188565,4.727272727272729
5,INTC230623C00024000,2023-06-15 14:16:55+00:00,24.0,11.8,12.1,12.9,0.0,0.0,1.0,10,190.23442382812502,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,12.7,4.486178079398148,-12.380000000000003,2840.2553183293094,-34.02968664101155,97.57131554069446,2.4286844593055434,34.909290819131385,6.201550387596905
6,INTC230623C00025000,2023-06-16 13:31:20+00:00,25.0,11.35,11.15,11.8,0.40000057,3.6529734,2.0,90,167.1876640625,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,11.637500000000001,4.486178079398148,-11.380000000000003,2602.6355328391605,-31.28092358438703,97.85126918784735,2.1487308121526496,31.988730071467838,5.508474576271189
7,INTC230623C00025500,2023-06-14 18:00:00+00:00,25.5,9.2,10.6,11.4,0.0,0.0,3.0,4,166.40641796875002,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,11.2,4.486178079398148,-10.880000000000003,2504.7920917549814,-29.90654205607477,97.29552331654294,2.7044766834570595,30.78614623419461,7.017543859649129
8,INTC230623C00026000,2023-06-16 13:35:25+00:00,26.0,10.1,10.1,10.75,0.25,2.538071,1.0,28,135.93782031249998,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,10.5875,4.486178079398148,-10.380000000000003,2367.811274237131,-28.53216052776251,98.70925482796703,1.2907451720329703,29.102528862012093,6.0465116279069795
9,INTC230623C00027000,2023-06-16 18:41:37+00:00,27.0,9.65,9.15,9.8,1.0899992,12.733635,7.0,255,137.89093554687497,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,9.637500000000001,4.486178079398148,-9.380000000000003,2155.351230740057,-25.78339747113799,97.44439627947416,2.5556037205258377,26.491203958218804,6.6326530612244925
10,INTC230623C00027500,2023-06-16 17:40:48+00:00,27.5,8.72,8.65,9.25,0.17000008,1.988305,15.0,19,124.21912890624998,REGULAR,USD,call,INTC,36.38,2023-06-18 12:19:54.213940,1/24/2023 13:00,20230623,2023-06-23,9.1,4.486178079398148,-8.880000000000003,2035.1435745509225,-24.409015942825732,97.8922031543919,2.1077968456081067,25.01374381528312,6.486486486486482
