,strike,open_IVol,option_type,root,root price,ER Date,Expiry,fee,daysout,OTM,ARR,PctOTM,POW,PctFee,BidAskSpread
0,95.0,0.0010000000000000002,call,MDB,375.7125,,2023-06-16,106.3125,1.439117722638889,-280.7125,7176.7072262846905,-74.71470872009847,0.0,28.29623714941611,3.4965034965034967
1,100.0,704.4923068847656,call,MDB,375.7125,,2023-06-16,277.4375,1.439117722638889,-275.7125,18728.632203102727,-73.38390391589313,0.1384689733246347,73.84303157334398,1.3829022988505626
2,110.0,0.0010000000000000002,call,MDB,375.7125,,2023-06-16,155.525,1.439117722638889,-265.7125,10498.834957017532,-70.72229430748244,0.0,41.3946834348072,1.601024655779699
3,120.0,0.0010000000000000002,call,MDB,375.7125,,2023-06-16,110.35,1.439117722638889,-255.71249999999998,7449.261774678571,-68.06068469907176,0.0,29.370862028811924,5.011185682326617
4,125.0,0.0010000000000000002,call,MDB,375.7125,,2023-06-16,57.375,1.439117722638889,-250.71249999999998,3873.1435824393566,-66.72987989486641,0.0,15.270985128256314,3.62694300518135
5,130.0,0.0010000000000000002,call,MDB,375.7125,,2023-06-16,100.75,1.439117722638889,-245.71249999999998,6801.20637787826,-65.39907509066107,0.0,26.815716804737665,4.5142296368989285
6,135.0,0.0010000000000000002,call,MDB,375.7125,,2023-06-16,71.9,1.439117722638889,-240.71249999999998,4853.664898952327,-64.06827028645573,0.0,19.13697308447284,1.6620498614958488
7,140.0,0.0010000000000000002,call,MDB,375.7125,,2023-06-16,142.35,1.439117722638889,-235.71249999999998,9609.446430679607,-62.737465482250386,0.0,37.888012775726125,1.8181818181818141
8,145.0,489.4535131835937,call,MDB,375.7125,,2023-06-16,233.13750000000002,1.439117722638889,-230.71249999999998,15738.126569951295,-61.40666067804504,0.09745410340521232,62.05210100808464,3.254626675175497
9,150.0,503.9066201171874,call,MDB,375.7125,,2023-06-16,227.53750000000002,1.439117722638889,-225.71249999999998,15360.094255151116,-60.0758558738397,0.1854620945800889,60.56159962737467,1.772041128855835
10,155.0,454.6879316406249,call,MDB,375.7125,,2023-06-16,223.275,1.439117722638889,-220.71249999999998,15072.350908394725,-58.74505106963436,0.09638263238312561,59.4270885317896,3.683159529620583
11,160.0,0.0010000000000000002,call,MDB,375.7125,,2023-06-16,84.375,1.439117722638889,-215.71249999999998,5695.79938594023,-57.414246265429014,0.0,22.457331070965168,1.7699115044247788
12,165.0,433.0082712402343,call,MDB,375.7125,,2023-06-16,213.41250000000002,1.439117722638889,-210.71249999999998,14406.57524683816,-56.08344146122367,0.12370925814502698,56.802076055494574,3.966597077244264
13,170.0,418.5551643066407,call,MDB,375.7125,,2023-06-16,208.16250000000002,1.439117722638889,-205.71249999999998,14052.16995171299,-54.75263665701833,0.12747660198049005,55.404731011078965,3.594382289930974
14,175.0,469.6293192138672,call,MDB,375.7125,,2023-06-16,200.875,1.439117722638889,-200.71249999999998,13560.221649194,-53.421831852812986,0.4785641344553113,53.46508300894966,2.6211671612265
15,180.0,435.5473305664061,call,MDB,375.7125,,2023-06-16,198.6125,1.439117722638889,-195.71249999999998,13407.489843437677,-52.091027048607636,0.35653005444819996,52.86289383504675,3.4689293735962012
16,185.0,444.23872595214834,call,MDB,375.7125,,2023-06-16,191.38750000000002,1.439117722638889,-190.71249999999998,12919.760651574943,-50.76022224440229,0.5545532225836922,50.939880892970024,1.8980759230369244
17,190.0,336.1329721679687,call,MDB,375.7125,,2023-06-16,186.75,1.439117722638889,-185.71249999999998,12606.702640881043,-49.42941744019695,0.06182795544474118,49.705559437069574,1.6
18,195.0,390.2343994140625,call,MDB,375.7125,,2023-06-16,183.6875,1.439117722638889,-180.71249999999998,12399.966218724694,-48.09861263599161,0.37202421689923426,48.8904414944938,4.015090272163846
19,200.0,331.250171875,call,MDB,375.7125,,2023-06-16,176.8375,1.439117722638889,-175.71249999999998,11937.551690799473,-46.767807831786264,0.12174299445872805,47.06723891273248,1.4929577464788764
20,210.0,288.0862172851563,call,MDB,375.7125,,2023-06-16,166.46249999999998,1.439117722638889,-165.71249999999998,11237.179321861635,-44.10619822337558,0.06504360360288786,44.30581894400638,1.1680143755615386
21,215.0,326.26971557617185,call,MDB,375.7125,,2023-06-16,162.125,1.439117722638889,-160.71249999999998,10944.373042317746,-42.77539341917024,0.32191032713716083,43.151345776358255,1.2911158930218225
22,220.0,254.68786328124997,call,MDB,375.7125,,2023-06-16,156.5125,1.439117722638889,-155.71249999999998,10565.496905386313,-41.4445886149649,0.04090501157445203,41.65751738363775,1.6226535157492914
23,225.0,291.11355346679693,call,MDB,375.7125,,2023-06-16,151.72500000000002,1.439117722638889,-150.71249999999998,10242.313029117411,-40.11378381075956,0.25165108645092005,40.38327178361114,0.8549819138441377
24,230.0,272.07063232421876,call,MDB,375.7125,,2023-06-16,146.73749999999998,1.439117722638889,-145.71249999999998,9905.627998748496,-38.782979006554214,0.20356629521261027,39.05579399141631,1.2567934782608658
25,235.0,272.2659443359375,call,MDB,375.7125,,2023-06-16,141.875,1.439117722638889,-140.71249999999998,9577.38118969209,-37.45217420234887,0.3028084508947728,37.76158631932662,1.1946591707659993
