,strike,open_IVol,option_type,root,root price,ER Date,Expiry,fee,daysout,OTM,ARR,PctOTM,POW,PctFee,BidAskSpread
4092,1500.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,99.0,381.4177098457639,-1375.26,75.94889597540721,-1102.5012025012024,0.0,79.36507936507937,7.920792079207921
4093,1520.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,106.5,381.4177098457639,-1395.26,81.70260021596836,-1118.5345518678853,0.0,85.37758537758538,9.174311926605505
4094,1540.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,128.9125,381.4177098457639,-1415.26,98.8965863881786,-1134.567901234568,0.0,103.34495751162419,10.83018867924528
4095,1580.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,120.5,381.4177098457639,-1455.26,92.44284813168251,-1166.6345999679334,0.0,96.60092993426328,12.85140562248996
4096,1600.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,125.25,381.4177098457639,-1475.26,96.08686081737123,-1182.667949334616,0.0,100.40885040885041,11.627906976744185
4097,1620.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,129.5,381.4177098457639,-1495.26,99.3472932203559,-1198.7012987012988,0.0,103.81593714927048,11.985018726591761
4098,1650.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,136.625,381.4177098457639,-1525.26,104.81331224888898,-1222.7513227513227,0.0,109.52781786115119,11.03202846975089
4099,1660.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,157.0,381.4177098457639,-1535.26,120.4442087690801,-1230.767997434664,0.0,125.8617925284592,9.937888198757763
4100,1680.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,144.0,381.4177098457639,-1555.26,110.47112141877412,-1246.8013468013469,0.0,115.44011544011545,10.81081081081081
4101,1700.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,149.0,381.4177098457639,-1575.26,114.30692424581488,-1262.8346961680295,0.0,119.44845278178612,10.457516339869281
4102,1750.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,162.0,381.4177098457639,-1625.26,124.28001159612089,-1302.9180695847363,0.0,129.8701298701299,9.63855421686747
4103,1760.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,164.625,381.4177098457639,-1635.26,126.29380808031728,-1310.9347442680776,0.0,131.974506974507,9.198813056379821
4104,1800.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,176.0,381.4177098457639,-1675.26,135.02025951183504,-1343.001443001443,0.0,141.09347442680777,8.88888888888889
4105,1820.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,181.625,381.4177098457639,-1695.26,139.33553769225588,-1359.0347923681259,0.0,145.60285393618727,8.355795148247978
4106,1840.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,187.625,381.4177098457639,-1715.26,143.93850108470482,-1375.0681417348085,0.0,150.4128587461921,8.093994778067884
4107,1850.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,190.625,381.4177098457639,-1725.26,146.23998278092927,-1383.0848164181498,0.0,152.81786115119448,7.969151670951157
4108,1860.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,193.5,381.4177098457639,-1735.26,148.44556940647772,-1391.101491101491,0.0,155.12265512265512,8.10126582278481
4109,1880.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,207.125,381.4177098457639,-1755.26,158.8981321101638,-1407.134840468174,0.0,166.04537437870772,7.4389954986969995
4110,1900.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,205.975,381.4177098457639,-1775.26,158.01589745994443,-1423.1681898348565,0.0,165.12345679012347,7.573231721838523
4111,1920.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,213.8875,381.4177098457639,-1795.26,164.08605543373645,-1439.2015392015392,0.0,171.4666506333173,8.44393592677345
4112,1940.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,219.625,381.4177098457639,-1815.26,168.48763917776574,-1455.234888568222,0.0,176.0662177328844,8.68596881959911
4113,1950.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,223.125,381.4177098457639,-1825.26,171.17270115669427,-1463.2515632515633,0.0,178.87205387205387,8.552631578947368
4114,1960.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,226.625,381.4177098457639,-1835.26,173.8577631356228,-1471.2682379349046,0.0,181.67789001122335,8.423326133909287
4115,1980.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,233.5,381.4177098457639,-1855.26,179.13199202280387,-1487.3015873015875,0.0,187.18935385602052,8.385744234800839
4116,2000.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,240.125,381.4177098457639,-1875.26,184.21443076863287,-1503.33493666827,0.0,192.50040083373418,7.959183673469388
4117,2050.0,0.0010000000000000002,put,AMZN,124.74,2/1/2023 2:59,2024-06-21,258.125,381.4177098457639,-1925.26,198.02332094597963,-1543.4183100849768,0.0,206.9304152637486,7.414448669201521
