,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,contractSize,currency,option_type,root,root price,Quote_Time,ER Date,Expstring,Expiry,fee,daysout,OTM,ARR,PctOTM,callPITM,POW,PctFee,BidAskSpread
43,AMZN230331C00117000,2023-03-24 14:15:34+00:00,117.0,0.02,0.01,0.02,0.0,0.0,250.0,1374.0,51.562984375,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0175,6.548903642951389,19.760000000000005,1.0030379444169464,20.32085561497327,0.36986663757529314,99.6301333624247,0.017996709173179765,100.0
44,AMZN230331C00118000,2023-03-23 18:56:45+00:00,118.0,0.02,0.01,0.02,0.0,0.0,612.0,8639.0,51.562984375,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0175,6.548903642951389,20.760000000000005,1.0030379444169464,21.349238996297824,0.25422661158048016,99.74577338841952,0.017996709173179765,100.0
45,AMZN230331C00119000,2023-03-23 18:52:55+00:00,119.0,0.02,0.01,0.02,0.0,0.0,1.0,1451.0,53.906710937500016,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0175,6.548903642951389,21.760000000000005,1.0030379444169464,22.377622377622384,0.2581441438573069,99.74185585614269,0.017996709173179765,100.0
46,AMZN230331C00120000,2023-03-24 14:25:20+00:00,120.0,0.01,0.01,0.02,-0.02,-66.66667,23.0,2740.0,55.469195312500005,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0175,6.548903642951389,22.760000000000005,1.0030379444169464,23.406005758946943,0.2323472481308824,99.76765275186912,0.017996709173179765,100.0
47,AMZN230331C00121000,2023-03-24 13:35:59+00:00,121.0,0.02,0.0,0.02,0.01,100.0,1.0,1197.0,54.68795312500001,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.015,6.548903642951389,23.760000000000005,0.8597468095002397,24.4343891402715,0.14213050062390847,99.8578694993761,0.015425750719868368,inf
48,AMZN230331C00122000,2023-03-23 15:37:37+00:00,122.0,0.01,0.0,0.02,0.0,0.0,101.0,1314.0,57.0316796875,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.015,6.548903642951389,24.760000000000005,0.8597468095002397,25.462772521596058,0.14920825750246164,99.85079174249753,0.015425750719868368,inf
49,AMZN230331C00123000,2023-03-23 15:33:31+00:00,123.0,0.01,0.0,0.01,0.0,0.0,100.0,751.0,54.68795312500001,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,25.760000000000005,0.42987340475011987,26.491155902920614,0.06681694557335494,99.93318305442665,0.007712875359934184,inf
50,AMZN230331C00124000,2023-03-23 18:54:28+00:00,124.0,0.01,0.0,0.02,0.0,0.0,20.0,490.0,60.937890625000016,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.015,6.548903642951389,26.760000000000005,0.8597468095002397,27.519539284245173,0.1449578818452241,99.85504211815477,0.015425750719868368,inf
51,AMZN230331C00125000,2023-03-22 19:44:40+00:00,125.0,0.01,0.0,0.01,0.0,0.0,1.0,1824.0,57.812921875,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,27.760000000000005,0.42987340475011987,28.54792266556973,0.059152116235232303,99.94084788376476,0.007712875359934184,inf
52,AMZN230331C00126000,2023-03-21 19:59:19+00:00,126.0,0.01,0.0,0.01,0.0,0.0,101.0,1010.0,59.375406250000005,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,28.760000000000005,0.42987340475011987,29.576306046894288,0.05614253601981192,99.9438574639802,0.007712875359934184,inf
53,AMZN230331C00127000,2023-03-23 19:15:31+00:00,127.0,0.01,0.0,0.01,0.0,0.0,5.0,26.0,62.500375000000005,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,29.760000000000005,0.42987340475011987,30.604689428218848,0.07130268403097348,99.92869731596903,0.007712875359934184,inf
54,AMZN230331C00128000,2023-03-21 18:33:12+00:00,128.0,0.02,0.0,0.01,0.0,0.0,2.0,24.0,62.500375000000005,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,30.760000000000005,0.42987340475011987,31.633072809543403,0.05135242134027435,99.94864757865973,0.007712875359934184,inf
55,AMZN230331C00129000,2023-03-16 17:10:13+00:00,129.0,0.04,0.0,0.01,0.0,0.0,,1008.0,65.62534375000001,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,31.760000000000005,0.42987340475011987,32.66145619086796,0.06517482035968777,99.93482517964031,0.007712875359934184,inf
56,AMZN230331C00130000,2023-03-22 18:20:59+00:00,130.0,0.02,0.0,0.01,0.0,0.0,37.0,756.0,65.62534375000001,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,32.760000000000005,0.42987340475011987,33.68983957219252,0.047818804274686634,99.95218119572532,0.007712875359934184,inf
57,AMZN230331C00135000,2023-03-22 18:05:15+00:00,135.0,0.02,0.0,0.01,0.0,0.0,3.0,913.0,75.00025000000001,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,37.760000000000005,0.42987340475011987,38.83175647881531,0.05456851327027344,99.94543148672973,0.007712875359934184,inf
58,AMZN230331C00140000,2023-03-22 14:34:27+00:00,140.0,0.01,0.0,0.01,0.0,0.0,1.0,3154.0,81.2501875,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,42.760000000000005,0.42987340475011987,43.973673385438104,0.04058259699141616,99.95941740300859,0.007712875359934184,inf
59,AMZN230331C00145000,2023-03-21 17:46:30+00:00,145.0,0.01,0.0,0.01,0.0,0.0,47.0,688.0,87.500125,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,47.760000000000005,0.42987340475011987,49.115590292060894,0.032601374161242,99.96739862583875,0.007712875359934184,inf
60,AMZN230331C00150000,2023-03-16 17:43:59+00:00,150.0,0.01,0.0,0.01,0.0,0.0,1.0,883.0,93.7500625,REGULAR,USD,call,AMZN,97.24,2023-03-24 10:49:34.725249,2023-02-01 02:59,20230331,2023-03-31,0.0075,6.548903642951389,52.760000000000005,0.42987340475011987,54.25750719868368,0.027853597792701752,99.9721464022073,0.007712875359934184,inf
